Unnamed: 0.1,Unnamed: 0,Username,Text,Date Created,Number of Likes,Number of Retweet,Number of Replies,Source of Tweet,User ID,Conversation ID,status,Category,translated,translated cleaned,sentiment Scores,sentiment,sentiment_label,SVM Predicted Label
8115,8115,qifahsyrze,@altimet Baek bang. Moga dimudahkan urusan.,2021-07-08 05:32:50+00:00,0,0,0,Twitter for iPhone,1413008153281589250,1412728494639955974,reply,Celebrity,@altimet Good bro. May things be made easier.,good bro things easier,"{'neg': 0.0, 'neu': 0.26, 'pos': 0.74, 'compound': 0.6908}",0.6908,Positive,
8116,8116,jigokushoujo27,@altimet Alhamdulillah. Semoga dimurahkan rezeki 😍😍😍😍,2021-07-08 05:51:08+00:00,0,0,0,Twitter for Android,1413012757591457801,1412728494639955974,reply,Celebrity,@altimet Alhamdulillah. May you be blessed with sustenance 😍😍😍😍,alhamdulillah blessed sustenance,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,Positive,
8122,8122,joulejulies,@altimet Ada certain orang kena jawab quiz dulu baru dapat. Rukun iman ada berapa?,2021-07-08 08:37:04+00:00,29,1,1,Twitter for Android,1413054514815332357,1412728494639955974,reply,Celebrity,@altimet There are certain people who have to answer the quiz before they can get it. How many pillars of faith are there?,people answer quiz pillars faith,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}",0.4215,Positive,
8125,8125,harisdnl__,"@altimet ada sorang tu, sikit lagi nak tinggal camera man lepas bagi bantuan🤣",2021-07-08 17:14:12+00:00,0,0,0,Twitter for iPhone,1413184655382126603,1412728494639955974,reply,Celebrity,"@altimet there's someone there, just a little more time to leave the camera man to help 🤣",time leave camera man,"{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.0516}",-0.0516,Negative,0.0
8127,8127,nrsyzanaa,@altimet Respect! 👏🏻 bukan ambil kesempatan orang susah untuk jadi famous,2021-07-08 19:00:49+00:00,0,0,0,Twitter for iPhone,1413211487011631104,1412728494639955974,reply,Celebrity,@altimet Respect! 👏🏻 don't take advantage of difficult people to become famous,respect advantage difficult people famous,"{'neg': 0.26, 'neu': 0.208, 'pos': 0.531, 'compound': 0.3818}",0.3818,Positive,
8128,8128,_dieww,@altimet Entah lah. Aku rasa okey je memana. Kalau rasa menunjuk takyah ambik gambar. Kalau niat nak pujuk org buat kebaikan sekali apa salahnya.,2021-07-08 20:06:50+00:00,0,0,0,Twitter for Android,1413228099651604484,1412728494639955974,reply,Celebrity,"@altimet I don't know. I think it's okay. If you feel like showing off, don't take a picture. If the intention is to persuade people to do something good, what's wrong with it?",feel showing picture intention persuade people good wrong,"{'neg': 0.258, 'neu': 0.5, 'pos': 0.242, 'compound': -0.0516}",-0.0516,Negative,
8129,8129,mommieshot,@altimet semoga Allah permudahkan segala urusan dan murahkan rezeki Altimet.. Aamiin 🤲,2021-07-08 23:27:21+00:00,0,0,0,Twitter for Android,1413278562266742788,1412728494639955974,reply,Celebrity,@altimet may God ease all affairs and make Altimet's sustenance cheaper.. Amen 🤲,god ease affairs altimets sustenance cheaper amen,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.5574}",0.5574,Positive,1.0
8130,8130,amranhamid4,@altimet That's the real one brother...you got it man. God bless you.,2021-07-12 05:17:02+00:00,0,0,0,Twitter for Android,1414453725716828170,1412728494639955974,reply,Celebrity,@altimet That's the real one brother...you got it man. God bless you.,real brotheryou man god bless,"{'neg': 0.0, 'neu': 0.38, 'pos': 0.62, 'compound': 0.5994}",0.5994,Positive,1.0
8133,8133,bbakerylicious,"@altimet hi jom order 🤍 
kek tapak kuda viral ‼️ 
-rm35 each 
-exclusive packaging
-harini order harini post!!
-premium nutella melimpah
-tahan around 3 months!
-ribbon and wish card ❤️
-sesuai dijadikan hadiah/doorgift 

 yang berminat boleh dm or tekan link di bio saya ya thankyou 🤍 https://t.co/vlbmMUpw5S",2021-07-08 08:25:19+00:00,0,0,0,Twitter for iPhone,1413051557520691202,1412728494639955974,reply,Celebrity,"@altimet hi let's order 🤍
viral horse tread cake ‼️
-RM35 each
-exclusive packaging
- order today, post today!!
-premium nutella is abundant
- last around 3 months!
-ribbon and wish card ❤️
- suitable as a gift/doorgift

 Those interested can DM or click the link in my bio, thank you 🤍 https://t.co/vlbmMUpw5S",order viral horse tread cake exclusive packaging order today post today premium nutella abundant months ribbon card suitable giftdoorgift interested dm click link bio,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.4939}",0.4939,Positive,
8134,8134,_adlysyam,"@altimet boleh ulang,to lambat lagi.rakyat dah tertekan 😑",2021-07-01 02:21:14+00:00,4,0,0,UberSocial for Android,1410423221241794564,1410422593413390337,reply,Celebrity,"@altimet can repeat, it's too late. The people are stressed 😑",repeat late people stressed,"{'neg': 0.444, 'neu': 0.556, 'pos': 0.0, 'compound': -0.34}",-0.34,Negative,
8137,8137,daudsalim,@altimet @KKMPutrajaya Igt kes cirit. Haha,2021-07-01 02:37:48+00:00,1,0,0,Twitter for Android,1410427387100110855,1410422593413390337,reply,Celebrity,@altimet @KKMPutrajaya Igt case of diarrhea. Haha,igt case diarrhea haha,"{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.4588}",0.4588,Positive,1.0
8138,8138,otoh2021,"@altimet @KKMPutrajaya boleh bro, lagi 5 tahun raya x boleh balik kampung insyaAllah lepas tu boleh la.. tu pon kalau @MuhyiddinYassin tak cirit birit lagi",2021-07-01 02:40:25+00:00,1,0,0,Twitter for iPhone,1410428046792749060,1410422593413390337,reply,Celebrity,"@altimet @KKMPutrajaya you can bro, it's 5 more raya years and you can go back to the village God willing then it's okay.. only if @MuhyiddinYassin doesn't have diarrhea anymore",bro raya years village god diarrhea,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.2732,Positive,
8140,8140,superajims,@altimet Kes cirit pun dah 1 angka dah bang. Susah bang susah,2021-07-01 02:57:24+00:00,4,0,0,Twitter for iPhone,1410432320616615936,1410422593413390337,reply,Celebrity,"@altimet The case of diarrhea is already 1 digit bro. It's hard, it's hard",case diarrhea digit bro hard hard,"{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative,0.0
8142,8142,cinderelya_b,@altimet Insyaallah aamin!!,2021-07-01 02:32:34+00:00,0,0,0,Twitter for iPhone,1410426070948483075,1410422593413390337,reply,Celebrity,@altimet God willing!!,god,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,Positive,
8144,8144,Highwaymanotw,@altimet Kalau main tutup buka rasanya jangan mimpi lahh..contohi negara Brunei..tahu negara dia kecil berbandung gan Malaysia tapi cara dia orang atasi  tu.,2021-07-01 02:53:51+00:00,0,0,0,Twitter for Android,1410431429461254144,1410422593413390337,reply,Celebrity,@altimet If you play close and open it doesn't feel like a dream.. the example of Brunei.. I know it's a small country like Malaysia but the way people overcome it.,play close open feel dream brunei small country malaysia people overcome,"{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.5267}",0.5267,Positive,
8146,8146,IrfanPaiz,@altimet @KKMPutrajaya InsyaAllah. Tapi lambeeeeert lagey,2021-07-01 03:21:33+00:00,0,0,0,Twitter for iPhone,1410438396523081733,1410422593413390337,reply,Celebrity,@altimet @KKMPutrajaya God willing. But lambeeeeert lagey,god lambeeeeert lagey,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.2732}",0.2732,Positive,
8151,8151,MehmedAezhad,@altimet @izzatihashim_ InsyAllah bib,2021-07-01 04:02:54+00:00,0,0,0,Twitter Web App,1410448804663336965,1410422593413390337,reply,Celebrity,@altimet @izzatihashim_ God willing bib,god bib,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.2732}",0.2732,Positive,1.0
8155,8155,hzrnabd,@altimet kahkahkah,2021-07-01 05:16:41+00:00,0,0,0,Twitter for iPhone,1410467373195292674,1410422593413390337,reply,Celebrity,@altimet lol,lol,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,Positive,
8157,8157,DurianPutera,"@altimet boleh tu boleh inn shaa allah

cumanya yb yb kena LEBIH BERHATI HATI jangan kerap langgar sop 
rakyat pula asyik tuding jari sana sini
tapi sendiri pun 2x5
pergi buka story ig
yang pi umah kawan/sambut besday/lepak ramai ramai/
bezanya orang tak kenal..selamatla dari viral🤭",2021-07-01 05:50:06+00:00,1,0,0,Twitter for Android,1410475782263119874,1410422593413390337,reply,Celebrity,"@altimet yes yes yes in sha allah

It's just that you have to be MORE CAREFUL, don't break the soup too often
the people are busy pointing fingers here and there
but also 2x5 itself
go open the ig story
those who are friends/celebrate birthday/hang out with a lot of people/
the difference is that people don't know.. keep it from going viral🤭",sha allah careful break soup people busy pointing fingers open story friendscelebrate birthdayhang lot people difference people viral,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.1531}",0.1531,Positive,0.0
8164,8164,zizzyiedda,@altimet Tapi kenapa kes tahun ni naik berganda compared to tahun lepas? Kenapa ye lupa lah 😂,2021-07-01 07:05:12+00:00,0,0,0,Twitter for Android,1410494682870652933,1410422593413390337,reply,Celebrity,@altimet But why did the cases this year double compared to last year? Why did you forget it 😂,cases year double compared year forget,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative,
8167,8167,anfieldmama,@altimet @KKMPutrajaya Tiada siapa yang silap....memang itu lah hukuman dari Dia....kerana Dia yang mentadbir alam ini.Pasti apa yang sudah ditetap kan Nya berlaku.,2021-07-01 08:57:20+00:00,0,0,0,Twitter for Android,1410522899308445698,1410422593413390337,reply,Celebrity,@altimet @KKMPutrajaya No one is wrong....indeed that is a punishment from Him....because He is the one who governs this world. Surely what He has decided will happen.,wrongindeed punishment himbecause governs surely decided happen,"{'neg': 0.288, 'neu': 0.45, 'pos': 0.261, 'compound': -0.0772}",-0.0772,Negative,
8168,8168,tuun72,@altimet @KKMPutrajaya InsyaAllah boleh.,2021-07-01 09:35:57+00:00,0,0,0,Twitter for Android,1410532617460486145,1410422593413390337,reply,Celebrity,@altimet @KKMPutrajaya God willing it is possible.,god,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,Positive,
8172,8172,NurNatashaLee2,"@altimet Selagi ada yg tak ikut sop, kilang dibuka susah utk ulang sejarah.",2021-07-01 11:57:22+00:00,0,0,0,Twitter for Android,1410568206918381574,1410422593413390337,reply,Celebrity,"@altimet As long as there are people who don't follow the soup, the factory is opened, it's hard to repeat history.",long people follow soup factory opened hard repeat history,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Negative,
8173,8173,Putra50881032,"@altimet dari pada itu. mari kita sama-sama memutuskan rantai jangkitan Covid-19 ni. mari kita sama-sama lindung diri, lindung semua. Insyaallah kita menang.",2021-07-01 12:10:45+00:00,0,0,0,Twitter for Android,1410571575158403076,1410422593413390337,reply,Celebrity,"@altimet than that. let's break the chain of Covid-19 infection together. let's protect ourselves, protect everyone. God willing we will win.",break chain covid infection protect protect god win,"{'neg': 0.0, 'neu': 0.265, 'pos': 0.735, 'compound': 0.8779}",0.8779,Positive,1.0
8175,8175,DanielS43986957,@altimet Kes tempatan 0 habis yg sampai nak dekat 7000 tu ape kes import ker tlg jangan kelirukan Rakyat!!,2021-07-01 14:02:11+00:00,0,0,0,Twitter for Android,1410599620149874688,1410422593413390337,reply,Celebrity,@altimet The local case is 0 and it's almost 7000. What about the import case please don't confuse the people!!,local case import case confuse people,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negative,
8176,8176,Epulatif,@altimet Orang cakap time heals.. tapi kita nampak macam time makin menyakitkan je,2021-07-01 14:21:25+00:00,0,0,0,Twitter for iPhone,1410604458313064451,1410422593413390337,reply,Celebrity,@altimet People say time heals.. but we see that time only hurts more,people time heals time hurts,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative,
8179,8179,mhdfrddzt_,@altimet insyaAllah boleh🥰,2021-07-01 16:07:52+00:00,0,0,0,Twitter for Android,1410631248989495303,1410422593413390337,reply,Celebrity,"@altimet, God willing, you can",god,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,Positive,1.0
8184,8184,Jinnyboy,"@altimet oh wow, that's really insensitive",2021-05-30 02:37:30+00:00,152,8,1,Twitter for Android,1398830902923337729,1398829960593346567,reply,Celebrity,"@altimet oh wow, that's really insensitive",wow insensitive,"{'neg': 0.333, 'neu': 0.0, 'pos': 0.667, 'compound': 0.4404}",0.4404,Positive,
8187,8187,faizshamshul,@altimet Ingat 98 tu sekadar angka je ke. Parah mainan doktor ni,2021-05-30 02:45:49+00:00,3,1,0,Twitter for iPhone,1398832995339886595,1398829960593346567,reply,Celebrity,@altimet Remember that 98 is just a number. This doctor's toy is bad,remember number doctors toy bad,"{'neg': 0.449, 'neu': 0.385, 'pos': 0.167, 'compound': -0.4939}",-0.4939,Negative,0.0
8189,8189,saidinrose1,@altimet @LagaCawan @rafidah72 its not funny!,2021-05-30 03:06:24+00:00,2,1,0,Twitter for iPhone,1398838173128556544,1398829960593346567,reply,Celebrity,@altimet @LagaCawan @rafidah72 its not funny!,funny,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive,
8190,8190,___nnik,@altimet Dia ni memang bodoh pun,2021-05-30 03:11:56+00:00,2,0,0,Twitter for iPhone,1398839568112111619,1398829960593346567,reply,Celebrity,@altimet He is really stupid,stupid,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",-0.5267,Negative,
8193,8193,lfc_eddie,@altimet Call herself a doctor. Sial betul.,2021-05-30 03:27:30+00:00,53,1,0,Twitter for Android,1398843483394215936,1398829960593346567,reply,Celebrity,@altimet Call herself a doctor. Shit right.,doctor shit,"{'neg': 0.783, 'neu': 0.217, 'pos': 0.0, 'compound': -0.5574}",-0.5574,Negative,
8195,8195,afhxm,@altimet Ni kalau iman troye teruk kena kecam ni 😔,2021-05-30 03:29:39+00:00,5,0,0,Twitter for Android,1398844026783031301,1398829960593346567,reply,Celebrity,"@altimet If Troye's faith is bad, it will be criticized 😔",troyes faith bad criticized,"{'neg': 0.612, 'neu': 0.102, 'pos': 0.286, 'compound': -0.4939}",-0.4939,Negative,
8196,8196,Car_list,@altimet Done unfollow dan block.,2021-05-30 03:37:19+00:00,3,0,0,Twitter for iPhone,1398845953084252163,1398829960593346567,reply,Celebrity,@altimet Done unfollow and block.,unfollow block,"{'neg': 0.744, 'neu': 0.256, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative,
8197,8197,andrewthomasAT,"@altimet From the very beginning she has been blaming rakyat for everything,  failing to acknowledge the Sabah election blunder.",2021-05-30 03:39:47+00:00,79,3,0,Twitter Web App,1398846573673476102,1398829960593346567,reply,Celebrity,"@altimet From the very beginning she has been blaming rakyat for everything,  failing to acknowledge the Sabah election blunder.",blaming rakyat failing acknowledge sabah election blunder,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.7579}",-0.7579,Negative,
8199,8199,malleezz,@altimet Saya sambung siket...kurang cerdik = BODOH!!! tq. 👌,2021-05-30 03:49:28+00:00,2,0,0,Twitter for Android,1398849010132152320,1398829960593346567,reply,Celebrity,@altimet I'm going to continue...less clever = STUPID!!! thank you 👌,continueless clever stupid,"{'neg': 0.459, 'neu': 0.135, 'pos': 0.405, 'compound': -0.1027}",-0.1027,Negative,
8200,8200,amarahbangjoe,@altimet xde permohonan maaf? terlalu ego? Atau bg ko gurauan 98 tu kecil bg awak?,2021-05-30 03:52:24+00:00,1,1,0,Twitter for iPhone,1398849750565224448,1398829960593346567,reply,Celebrity,@altimet xde apology? too ego? Or is it that the 98 joke is too small for you?,xde apology ego joke small,"{'neg': 0.0, 'neu': 0.469, 'pos': 0.531, 'compound': 0.34}",0.34,Positive,1.0
8202,8202,faizariffins,@altimet kasi diss track 1 untuk terpaling doktor ni bro.die ingat lawak gamaknye,2021-05-30 04:19:43+00:00,1,0,0,Twitter for Android,1398856626073792516,1398829960593346567,reply,Celebrity,@altimet because of diss track 1 to turn this doctor away bro. He remembers his joke,diss track turn doctor bro remembers joke,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.296}",0.296,Positive,
8203,8203,sarah__afiqah,"@altimet Org tua paling biadap @rafidah72 ,tak layak digelar doktor, laporkan kepada @KKMPutrajaya",2021-05-30 04:33:34+00:00,1,0,0,Twitter for Android,1398860109355180035,1398829960593346567,reply,Celebrity,"@altimet The most rude old person @rafidah72, doesn't deserve to be called a doctor, report to @KKMPutrajaya",rude person deserve called doctor report,"{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.4588}",-0.4588,Negative,
8204,8204,syahdoo_00,"@altimet @kkmm_gov @DGHisham adakah @rafidah72 melanggar sebarang etika pengamal perubatan?adakah wajar diambil tindakan tatatertib atau lain-lain tindakan yg wajar?

https://t.co/ycLQF3WsRL",2021-05-30 04:35:23+00:00,25,5,0,Twitter for iPhone,1398860566651830273,1398829960593346567,reply,Celebrity,"@altimet @kkmm_gov @DGHisham did @rafidah72 violate any medical practitioner ethics? is it appropriate to take disciplinary action or other appropriate action?

https://t.co/ycLQF3WsRL",violate medical practitioner ethics disciplinary action action,"{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negative,
8206,8206,Amelia49458387,@altimet @rafidah72 kelakar ke?????,2021-05-30 04:41:28+00:00,0,0,0,Twitter for Android,1398862100261335040,1398829960593346567,reply,Celebrity,@altimet @rafidah72 is it funny?????,funny,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,Positive,1.0
8208,8208,Naiiimrazman,@altimet Dia ni dari dulu memang sial,2021-05-30 04:50:46+00:00,0,0,0,Twitter for Android,1398864437461741572,1398829960593346567,reply,Celebrity,@altimet He's a bad guy from the beginning,bad guy,"{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative,0.0
